,YCrCb,10,8,2,[0, 1],16,128,77.619137,10.502270,0.017385,0.991554
,YCrCb,10,8,2,[0, 1],16,128,78.089071,12.446281,0.016469,0.989865
,YCrCb,9,8,2,ALL,16,128,121.787864,18.574687,0.028528,0.995495
